wave,flux,err,fit
874.258,0.0129406,0.486030,-305.0005654746586
874.434,-0.0901324,0.473253,-302.8990198986885
874.609,-0.00227681,0.505584,-300.7950025489786
874.784,0.0581265,0.497479,-298.6887949867728
874.959,0.140727,0.461167,-296.5800873777217
875.134,0.140519,0.460593,-294.4691315615106
875.309,0.139824,0.459926,-292.3558161786837
875.484,0.0594195,0.479975,-290.2402208949821
875.660,0.0590525,0.479578,-288.1220177156765
875.835,-0.0214521,0.439076,-286.0017814597819
876.010,0.00284689,0.465407,-283.8790442464979
876.185,0.133289,0.650592,-281.7540822109293
876.360,0.0777198,0.697066,-279.6265921591307
876.535,0.0777908,0.696201,-277.4968950427956
876.710,-0.108016,0.556752,-275.3646232369749
876.886,-0.107816,0.555901,-273.2302170035381
877.061,-0.107692,0.555056,-271.0933531616654
877.236,-0.107662,0.554217,-268.9541420445763
877.411,-0.107578,0.553384,-266.8126701128698
877.586,0.0763212,0.689603,-264.6687466374892
877.761,0.0764214,0.688783,-262.5224726560389
877.937,0.260001,0.824473,-260.3738482588067
878.112,0.259295,0.823122,-258.2229460410187
878.287,0.259230,0.822320,-256.0697200941408
878.462,0.258330,0.821192,-253.9140991921134
878.637,0.0752145,0.683903,-251.7561707290531
878.812,0.0751823,0.683120,-249.5959152468992
878.987,0.0744825,0.681840,-247.4331659027422
879.163,0.0746680,0.681069,-245.2681774716742
879.338,0.256142,0.815652,-243.1008730400784
879.513,0.0743830,0.679228,-240.9310507995411
879.688,0.255064,0.813640,-238.7590767670507
879.863,0.254172,0.812627,-236.5845862272490
880.038,0.434235,0.946925,-234.4077644299573
880.214,0.433356,0.945929,-232.2286087533325
880.389,0.252706,0.810117,-230.0471117608828
880.564,0.0725528,0.674354,-227.8632592941453
880.739,-0.107360,0.538731,-225.6770611799261
880.914,0.250980,0.761826,-223.4883323760539
881.089,0.251065,0.761118,-221.2974344851025
881.265,0.429838,0.894258,-219.1040276767916
881.440,0.250182,0.803489,-216.9084176768894
881.615,0.428299,0.936499,-214.7103146562320
881.790,0.249732,0.801972,-212.5099146626719
881.965,0.0715350,0.667558,-210.3071121314532
882.140,-0.106362,0.533184,-208.1019686452153
882.316,-0.106208,0.532515,-205.8945224211574
882.491,0.0709515,0.664540,-203.6845888394043
882.666,0.247945,0.796419,-201.4724251789574
882.841,0.247900,0.795766,-199.2578170325288
883.016,0.0706717,0.662429,-197.0409008863157
883.191,0.0698607,0.659840,-194.8215853064877
883.367,0.245822,0.789683,-192.5999092490595
883.542,0.421468,0.919579,-190.3758156336850
883.717,0.420550,0.918905,-188.1494526130195
883.892,0.770369,1.01469,-185.9207276310938
884.067,0.769619,1.01387,-183.6895606542621
884.242,0.769065,1.01287,-181.4559886558134
884.418,0.243042,0.785373,-179.2201068306931
884.593,0.242445,0.784439,-176.9819127045266
884.768,0.0674555,0.653689,-174.7412966527147
884.943,0.415807,0.869870,-172.4982259053457
885.118,0.241457,0.739284,-170.2529007781357
885.294,0.415375,0.868108,-168.0052478577213
885.469,0.587945,0.875470,-165.7551073976526
885.644,1.10828,1.09929,-163.5026815504369
885.819,1.80069,1.28188,-161.2477873991488
