wave,flux,err,fit_all,fit_stell
827.454,-0.130208,0.562043,-572.7523156326398,-12453.89515951933
827.631,0.0555736,0.558526,-571.6277041062132,-12422.53849618237
827.809,0.240225,0.555072,-570.5009566882367,-12391.17294618737
827.986,0.240983,0.551640,-569.3731149232300,-12359.81787258349
828.163,0.0567269,0.548258,-568.2436950118141,-12328.46276908134
828.332,0.234610,0.544883,-567.1595372861465,-12298.40462287536
828.509,0.235346,0.541556,-566.0270217439989,-12267.04951707132
828.686,0.236074,0.538262,-564.8930774253607,-12235.69442134588
828.863,0.0530224,0.535003,-563.7568524217141,-12204.32733759922
829.040,0.406105,0.531778,-562.6190449009130,-12172.95057750274
829.217,0.757083,0.528585,-561.4803627818809,-12141.59549206044
