wave,flux,err,fit_all,fit_stell
1087.21,1.08164,0.341917,0.9078902185239101,2.548091565734216
1087.40,1.02524,0.313652,0.9058980944187369,2.542140835922754
1087.59,0.940289,0.285365,0.8945557378347352,2.509956728881214
1087.77,0.883914,0.257062,0.8759401992897888,2.457377640005185
1087.96,0.999140,0.285875,0.8594878721139331,2.410881216271589
1088.14,1.00002,0.286088,0.8535651357323238,2.393929696131528
1088.32,0.972230,0.286294,0.8563344415554459,2.401371695812451
1088.51,0.858717,0.257899,0.8579779892817344,2.405640565454736
1088.69,0.802162,0.258106,0.8506565679240203,2.384776104739853
1088.88,0.946641,0.287044,0.8354532741350820,2.341823874815100
1089.06,0.918778,0.287251,0.8187506899078866,2.294681967976181
1089.25,1.12088,0.316236,0.8051516391039201,2.256250239509032
1089.43,0.920326,0.287718,0.7967327083165654,2.232343584619484
1089.62,0.949800,0.287932,0.7979348032287452,2.235396712259452
1089.80,0.835539,0.259368,0.8122891460388136,2.275289726938960
1089.99,0.951567,0.259582,0.8343551049284844,2.336769046956436
1090.18,0.952153,0.259790,0.8548269451624225,2.393767525237723
1090.36,0.923881,0.260005,0.8691626485792845,2.433569614664783
1090.55,0.924539,0.260213,0.8786829728805832,2.459879233971801
1090.72,0.780438,0.231469,0.8853657461859279,2.478254084172339
1090.91,0.781148,0.231678,0.8897846402861717,2.490272516358584
1091.10,0.705313,0.261934,0.8922989955590570,2.496959066141446
1091.28,0.959432,0.321166,0.8927971101089108,2.498001796649981
1091.47,0.912510,0.351472,0.8912182775972416,2.493234082300771
1091.65,0.913064,0.351754,0.8883748225050763,2.484930849201704
1091.84,0.992247,0.391192,0.8851028653098891,2.475431199696467
1092.02,1.03191,0.391474,0.8820626692253573,2.466582531851357
1092.21,1.18929,0.391766,0.8806079757774105,2.462169343412263
1092.39,1.11196,0.352910,0.8822231297400799,2.466339669348671
1092.58,1.11281,0.353202,0.8859086909455606,2.476295990074368
1092.76,0.799652,0.314186,0.8869584361095384,2.478883133164116
1092.94,0.722312,0.314470,0.8807754746341331,2.461272390863244
1093.13,0.762713,0.314763,0.8695652393915932,2.429605874954485
1093.31,0.960148,0.354355,0.8635426534095608,2.412440682844457
1093.50,1.19771,0.394086,0.8716720453593417,2.434811002836918
1093.68,1.23784,0.394371,0.8909612508999939,2.488342706282378
1093.87,1.23836,0.394665,0.9096367177952118,2.540146089771040
1094.06,0.962763,0.355513,0.9191844497292231,2.566449175313387
