wave,flux,err,fit
915.476,0.571485,0.333203,1.214554957221140
915.653,0.508574,0.322575,1.214087740672600
915.829,0.549966,0.332710,1.212651076841854
916.006,0.549683,0.332645,1.210778862710356
916.182,0.465796,0.321510,1.208843775801745
916.359,0.595992,0.340077,1.206972554553660
916.535,0.574196,0.326779,1.205052042213860
916.712,0.510370,0.300054,1.202792856391222
916.888,0.523304,0.287832,1.199817337570352
917.065,0.563492,0.278750,1.195734470265702
917.241,0.445963,0.247754,1.190186203005369
917.418,0.528561,0.261644,1.182870760261779
917.594,0.500769,0.254799,1.173560308520245
917.771,0.528255,0.261411,1.162124892254726
917.948,0.431606,0.240930,1.148581461672402
918.124,0.431536,0.240896,1.133136912248030
918.301,0.403850,0.234218,1.116196590119946
918.477,0.472732,0.247807,1.098326482705271
918.654,0.486409,0.248065,1.080139113810334
918.830,0.500051,0.254613,1.062124306669678
919.007,0.610190,0.268667,1.044449929145453
919.183,0.568857,0.261661,1.026791418119304
919.360,0.513758,0.248294,1.008257628027449
919.536,0.499958,0.247932,0.9874587522102546
919.713,0.513826,0.248180,0.9627447490758985
919.889,0.472477,0.247789,0.9325883130837695
920.066,0.513719,0.254663,0.8960469244934680
920.242,0.541133,0.261312,0.8531882115651203
920.419,0.472198,0.247434,0.8053492473280328
920.595,0.609658,0.268059,0.7551196999962309
920.772,0.595674,0.261433,0.7060189378255535
920.948,0.595465,0.261423,0.6619068845087278
921.125,0.581528,0.261110,0.6262696207621653
921.301,0.677755,0.275337,0.6015574615489980
921.478,0.595129,0.261814,0.5887371409049107
921.654,0.567634,0.261447,0.5871689692283397
921.831,0.540193,0.254713,0.5948292135430168
922.008,0.499023,0.247685,0.6088202265128047
922.184,0.416548,0.233819,0.6260382453645555
922.361,0.361593,0.226553,0.6438565508252209
922.537,0.361598,0.226505,0.6606840110921907
922.714,0.334058,0.225955,0.6762830793676384
922.890,0.375275,0.232984,0.6917858247331199
923.067,0.443955,0.246658,0.7093921350366876
923.243,0.402525,0.239525,0.7318174905826512
923.420,0.347376,0.226032,0.7615962907246556
923.596,0.374739,0.226572,0.8003996037708343
923.773,0.360819,0.220125,0.8485027246124924
923.949,0.388207,0.226824,0.9045532203447172
924.126,0.484405,0.241174,0.9656830963521200
924.302,0.553109,0.254969,1.027942939372913
924.479,0.608060,0.268353,1.086948299598319
924.656,0.676829,0.281950,1.138592945839376
924.832,0.690613,0.282196,1.179661646436965
925.009,0.690683,0.282133,1.208238057992005
925.185,0.773232,0.295718,1.223857859867154
925.362,0.828325,0.302663,1.227426857889856
